name,moviestatus,criticstatus,userstatus,link
Sinbad: Beyond the Veil of Mists,0,0,0,sinbad_beyond_the_veil_of_mists
Godzilla vs. Megaguirus,0,0,0,godzilla_vs_megaguirus
Judgment Day,0,0,0,judgment_day
RocketMan,0,0,0,rocketman
Leprechaun 4: In Space,0,0,0,leprechaun_4_in_space
Lawnmower Man 2: Jobe's War,0,0,0,lawnmower_man_2_jobe_s_war
North,0,0,0,north
Warlock: The Armageddon,0,0,0,warlock_the_armageddon
Attack of the 50 Foot Woman,0,0,0,attack_of_the_50_foot_woman
Hard to Be a God,0,0,0,hard_to_be_a_god
Creator,0,0,0,creator
Silent Rage,0,0,0,silent_rage
Super Fuzz,0,0,0,super_fuzz
Starcrash,0,0,0,starcrash
Laserblast,0,0,0,laserblast
Wombling Free,0,0,0,wombling_free
Tentacles,0,0,0,tentacles
The Ultimate Warrior,0,0,0,the_ultimate_warrior
Death Race 2000,0,0,0,death_race_2000
Slaughterhouse Five,0,0,0,slaughterhouse_five
Lady Frankenstein,0,0,0,lady_frankenstein
The Horror of Frankenstein,0,0,0,the_horror_of_frankenstein
Gamera,0,0,0,gamera
The 10th Victim,0,0,0,the_10th_victim
First Men in the Moon,0,0,0,first_men_in_the_moon
Son of Flubber,0,0,0,son_of_flubber
The Crawling Hand,0,0,0,the_crawling_hand
This is Not a Test,0,0,0,this_is_not_a_test
Amphibian Man,0,0,0,amphibian_man
The Invasion,0,0,0,the_invasion
The Lost World,0,0,0,the_lost_world
The Visitor,0,0,0,the_visitor
Rebirth of Mothra III,0,0,0,rebirth_of_mothra_iii
Love Story 2050,0,0,0,love_story_2050
1990: The Bronx Warriors,0,0,0,1990_the_bronx_warriors
Unidentified Flying Oddball,0,0,0,unidentified_flying_oddball
Arena,0,0,0,arena
Virus,0,0,0,virus
Trigun: Badlands Rumble,0,0,0,trigun_badlands_rumble
Descendents,0,0,0,descendents
Jeremy Fink and the Meaning of Life,0,0,0,jeremy_fink_and_the_meaning_of_life
Snow Beast,0,0,0,snow_beast
Jersey Shore Shark Attack,0,0,0,jersey_shore_shark_attack
Destination: Infestation,0,0,0,destination_infestation
Dead Space: Aftermath,0,0,0,dead_space_aftermath
Bigfoot,0,0,0,bigfoot
Suburban Commando,0,0,0,suburban_commando
Technotise: Edit & I,0,0,0,technotise_edit_i
Black Night,0,0,0,black_night
500 MPH Storm,0,0,0,500_mph_storm
Nightfall,0,0,0,nightfall
Extracted,0,0,0,extracted
Tales That Witness Madness,0,0,0,tales_that_witness_madness
Lethal Target,0,0,0,lethal_target
Godsend,0,0,0,godsend
Super Capers,0,0,0,super_capers
Alegria,0,0,0,alegria
Antibody,0,0,0,antibody
Battlestar Galactica: Razor,0,0,0,battlestar_galactica_razor
Void,0,0,0,void
Spike,0,0,0,spike
Infected,0,0,0,infected
The Man from Planet X,0,0,0,the_man_from_planet_x
Fugitive Mind,0,0,0,fugitive_mind
Bacterium,0,0,0,bacterium
The Snow Creature,0,0,0,the_snow_creature
Nobody,0,0,0,nobody
The Colony,0,0,0,the_colony
Seedpeople,0,0,0,seedpeople
Zombie Apocalypse,0,0,0,zombie_apocalypse
Dracula 3000,0,0,0,dracula_3000
The Last Man on Earth,0,0,0,the_last_man_on_earth
Deathrow Gameshow,0,0,0,deathrow_gameshow
The Monkey's Uncle,0,0,0,the_monkey_s_uncle
Freaks of Nature,0,0,0,freaks_of_nature
Alien 3000,0,0,0,alien_3000
Blast Vegas,0,0,0,blast_vegas
Ava's Possessions,0,0,0,ava_s_possessions
Halo: The Fall of Reach,0,0,0,halo_the_fall_of_reach
Boa,0,0,0,boa
The Bone Snatcher,0,0,0,the_bone_snatcher
Zoombies,0,0,0,zoombies
Cyber Wars,0,0,0,cyber_wars
The Curse Of Sleeping Beauty,0,0,0,the_curse_of_sleeping_beauty
Frankenstein Meets the Wolf Man,0,0,0,frankenstein_meets_the_wolf_man
The Invisible Boy,0,0,0,the_invisible_boy
Approaching the Unknown,0,0,0,approaching_the_unknown
The Last Day of Summer,0,0,0,the_last_day_of_summer
Growth,0,0,0,growth
Let's Be Evil,0,0,0,let_s_be_evil
Alive,0,0,0,alive
Robot Wars,0,0,0,robot_wars
San Andreas Quake,0,0,0,san_andreas_quake
Prisoner X,0,0,0,prisoner_x
Agent,0,0,0,agent
The Boy and the World,0,0,0,the_boy_and_the_world
24 Hours to Live,0,0,0,24_hours_to_live
Gintama,0,0,0,gintama
Before We Vanish,0,0,0,before_we_vanish
Fist of the North Star,0,0,0,fist_of_the_north_star
Black Hollow Cage,0,0,0,black_hollow_cage
Mute,0,0,0,mute
Gnome Alone,0,0,0,gnome_alone
Ravenous,0,0,0,ravenous
Singularity,0,0,0,singularity
The Door,0,0,0,the_door
In Utero,0,0,0,in_utero
The Blackout,0,0,0,the_blackout
Solis,0,0,0,solis
Crimson Force,0,0,0,crimson_force
High Life,0,0,0,high_life
See You Yesterday,0,0,0,see_you_yesterday
The End of Evangelion,0,0,0,the_end_of_evangelion
Invader Zim: Enter the Florpus,0,0,0,invader_zim_enter_the_florpus
Shanghai Fortress,0,0,0,shanghai_fortress
The App,0,0,0,the_app
Only,0,0,0,only
The Vast of Night,0,0,0,the_vast_of_night
Justice League,0,0,0,justice_league
Alligator,0,0,0,alligator
King Kong vs. Godzilla,0,0,0,king_kong_vs_godzilla
The Divergent Series: Ascendant,0,0,0,the_divergent_series_ascendant
Spider-Man: Into The Spider-Verse 2,0,0,0,spider_man_into_the_spider_verse_2
Habitat,0,0,0,habitat
Cowboy Bebop: The Movie,0,0,0,cowboy_bebop_the_movie
Colossus: The Forbin Project,0,0,0,colossus_the_forbin_project
Rampage,0,0,0,rampage
Cocoon,0,0,0,cocoon
One,0,0,0,one
Dune,0,0,0,dune
War for the Planet of the Apes,0,0,0,war_for_the_planet_of_the_apes
Mac and Me,0,0,0,mac_and_me
Voyage to the Bottom of the Sea,0,0,0,voyage_to_the_bottom_of_the_sea
Koi... Mil Gaya,0,0,0,koi_mil_gaya
Mighty Morphin Power Rangers: The Movie,0,0,0,mighty_morphin_power_rangers_the_movie
Mr. India,0,0,0,mr_india
La soupe aux choux,0,0,0,la_soupe_aux_choux
The Gladiators,0,0,0,the_gladiators
The Last Days,0,0,0,the_last_days
Monster High,0,0,0,monster_high
Connected,0,0,0,connected
Godzilla vs. Biollante,0,0,0,godzilla_vs_biollante
My Science Project,0,0,0,my_science_project
UFOria,0,0,0,uforia
Travelers,0,0,0,travelers
Decoys,0,0,0,decoys
No Escape,0,0,0,no_escape
The Guyver,0,0,0,the_guyver
The Incident,0,0,0,the_incident
District 13,0,0,0,district_13
Firestarter 2: Rekindled,0,0,0,firestarter_2_rekindled
Momo,0,0,0,momo
Watchers,0,0,0,watchers
Not of This Earth,0,0,0,not_of_this_earth
Firelight,0,0,0,firelight
Sssssss,0,0,0,sssssss
The Predator,0,0,0,the_predator
Battle Angel,0,0,0,battle_angel
Paranoia 1.0,0,0,0,paranoia_1_0
Universal Soldier III: Unfinished Business,0,0,0,universal_soldier_iii_unfinished_business
Strange Days,0,0,0,strange_days
Hell Comes to Frogtown,0,0,0,hell_comes_to_frogtown
The Reluctant Astronaut,0,0,0,the_reluctant_astronaut
Millennium,0,0,0,millennium
King Kong Escapes,0,0,0,king_kong_escapes
Doctor Strange: The Sorcerer Supreme,0,0,0,doctor_strange_the_sorcerer_supreme
Star Wars: The Clone Wars,0,0,0,star_wars_the_clone_wars
Goblin,0,0,0,goblin
L: Change the World,0,0,0,l_change_the_world
Futurama: Bender's Game,0,0,0,futurama_bender_s_game
Alien 51,0,0,0,alien_51
Visitors,0,0,0,visitors
Red Cockroaches,0,0,0,red_cockroaches
Thunderpants,0,0,0,thunderpants
2001: A Space Travesty,0,0,0,2001_a_space_travesty
Roswell,0,0,0,roswell
Freaked,0,0,0,freaked
Robot Jox,0,0,0,robot_jox
Captain America,0,0,0,captain_america
Purple People Eater,0,0,0,purple_people_eater
Amazon Women on the Moon,0,0,0,amazon_women_on_the_moon
Deadly Eyes,0,0,0,deadly_eyes
Android,0,0,0,android
Sixty Million Dollar Man,0,0,0,sixty_million_dollar_man
Trinity,0,0,0,trinity
Barbarian,0,0,0,barbarian
Alive,0,0,0,alive
The Challenge,0,0,0,the_challenge
Teenage Caveman,0,0,0,teenage_caveman
Harmony,0,0,0,harmony
Jim,0,0,0,jim
Gods: Dioses,0,0,0,gods_dioses
Dream Warrior,0,0,0,dream_warrior
Hellevator,0,0,0,hellevator
Evangelion: 3.0 You Can,0,0,0,evangelion_3_0_you_can
Blood-C: The Last Dark,0,0,0,blood_c_the_last_dark
Vampires: Out for Blood,0,0,0,vampires_out_for_blood
Darklight,0,0,0,darklight
Spiderbabe,0,0,0,spiderbabe
Vampyre Nation [True Bloodthirst],0,0,0,vampyre_nation_true_bloodthirst
Snakehead Terror,0,0,0,snakehead_terror
The Brain That Wouldn't Die,0,0,0,the_brain_that_wouldn_t_die
Futurama: Bender's Big Score,0,0,0,futurama_bender_s_big_score
Flatland: The Movie,0,0,0,flatland_the_movie
The Thief Lord,0,0,0,the_thief_lord
Mammoth,0,0,0,mammoth
Kraken: Tentacles of the Deep,0,0,0,kraken_tentacles_of_the_deep
Dinotopia: Quest for the Ruby Sunstone,0,0,0,dinotopia_quest_for_the_ruby_sunstone
Almost Normal,0,0,0,almost_normal
Five Children and It,0,0,0,five_children_and_it
Game Over,0,0,0,game_over
Avalon,0,0,0,avalon
Nowhere,0,0,0,nowhere
The Power Within,0,0,0,the_power_within
The Roller Blade Seven,0,0,0,the_roller_blade_seven
Patlabor: The Movie,0,0,0,patlabor_the_movie
Communion,0,0,0,communion
Dead Heat,0,0,0,dead_heat
Timestalkers,0,0,0,timestalkers
The Brother from Another Planet,0,0,0,the_brother_from_another_planet
Shock Treatment,0,0,0,shock_treatment
Outland,0,0,0,outland
Humanoids from the Deep,0,0,0,humanoids_from_the_deep
Black Moon,0,0,0,black_moon
I clowns,0,0,0,i_clowns
When Dinosaurs Ruled the Earth,0,0,0,when_dinosaurs_ruled_the_earth
Godzilla vs. the Sea Monster,0,0,0,godzilla_vs_the_sea_monster
Dr. Who and the Daleks,0,0,0,dr_who_and_the_daleks
The Three Lives of Thomasina,0,0,0,the_three_lives_of_thomasina
Atragon,0,0,0,atragon
The Rats,0,0,0,the_rats
Whistle,0,0,0,whistle
Thrill Seekers,0,0,0,thrill_seekers
Re-Animator,0,0,0,re_animator
Dr. Goldfoot and the Girl Bombs,0,0,0,dr_goldfoot_and_the_girl_bombs
Rouge,0,0,0,rouge
Frog-g-g!,0,0,0,frog_g_g
Lorelei: The Witch of the Pacific Ocean,0,0,0,lorelei_the_witch_of_the_pacific_ocean
It's All About Love,0,0,0,it_s_all_about_love
Dororo,0,0,0,dororo
Endangered Species,0,0,0,endangered_species
Deep Space,0,0,0,deep_space
Aftermath,0,0,0,aftermath
Starflight One,0,0,0,starflight_one
One Hundred Mornings,0,0,0,one_hundred_mornings
The Hive,0,0,0,the_hive
Hangar 10,0,0,0,hangar_10
Southbound,0,0,0,southbound
Black Road,0,0,0,black_road
When Good Ghouls Go Bad,0,0,0,when_good_ghouls_go_bad
The Beyond,0,0,0,the_beyond
El Animal,0,0,0,el_animal
Hybrid,0,0,0,hybrid
Trailer Park Shark,0,0,0,trailer_park_shark
Ghost Voyage,0,0,0,ghost_voyage
TREE,0,0,0,tree
Guardians of the Galaxy Vol. 3,0,0,0,guardians_of_the_galaxy_vol_3
Godzilla vs. Destoroyah,0,0,0,godzilla_vs_destoroyah
Absolute Zero,0,0,0,absolute_zero
20 Years After,0,0,0,20_years_after
Godzilla: King of the Monsters,0,0,0,godzilla_king_of_the_monsters
Escape to Grizzly Mountain,0,0,0,escape_to_grizzly_mountain
Alien Visitor,0,0,0,alien_visitor
Fangs,0,0,0,fangs
High Plains Invaders,0,0,0,high_plains_invaders
Karas: The Revelation,0,0,0,karas_the_revelation
Ever Since the World Ended,0,0,0,ever_since_the_world_ended
Horror of the Blood Monsters,0,0,0,horror_of_the_blood_monsters
Monster Ark,0,0,0,monster_ark
Gargantua,0,0,0,gargantua
Earthbound,0,0,0,earthbound
Living Hell,0,0,0,living_hell
Futurama: The Beast with a Billion Backs,0,0,0,futurama_the_beast_with_a_billion_backs
Eel Girl,0,0,0,eel_girl
The Visitation,0,0,0,the_visitation
Thru the Moebius Strip,0,0,0,thru_the_moebius_strip
Nihon Chinbotsu,0,0,0,nihon_chinbotsu
10.5: Apocalypse,0,0,0,10_5_apocalypse
The Wild Blue Yonder,0,0,0,the_wild_blue_yonder
Pterodactyl,0,0,0,pterodactyl
Man with the Screaming Brain,0,0,0,man_with_the_screaming_brain
First on the Moon,0,0,0,first_on_the_moon
Raptor Island,0,0,0,raptor_island
Immortal,0,0,0,immortal
Godzilla: Final Wars,0,0,0,godzilla_final_wars
FAQ: Frequently Asked Questions,0,0,0,faq_frequently_asked_questions
Dragons: Fire and Ice,0,0,0,dragons_fire_and_ice
Wonderful Days,0,0,0,wonderful_days
Threshold,0,0,0,threshold
Revengers Tragedy,0,0,0,revengers_tragedy
WXIII: Patlabor the Movie 3,0,0,0,wxiii_patlabor_the_movie_3
Vidocq,0,0,0,vidocq
Nabi,0,0,0,nabi
Metropolis,0,0,0,metropolis
Black River,0,0,0,black_river
Belphegor: Phantom of the Louvre,0,0,0,belphegor_phantom_of_the_louvre
2002,0,0,0,2002
Digimon: The Movie,0,0,0,digimon_the_movie
Tuvalu,0,0,0,tuvalu
Goldrush: A Real Life Alaskan Adventure,0,0,0,goldrush_a_real_life_alaskan_adventure
Spaceman,0,0,0,spaceman
Future War,0,0,0,future_war
Theodore Rex,0,0,0,theodore_rex
Scanner Cop,0,0,0,scanner_cop
Plan 10 from Outer Space,0,0,0,plan_10_from_outer_space
The Hidden II,0,0,0,the_hidden_ii
The Tommyknockers,0,0,0,the_tommyknockers
Patlabor: The Movie 2,0,0,0,patlabor_the_movie_2
Painted Skin,0,0,0,painted_skin
Full Eclipse,0,0,0,full_eclipse
Terminal City Ricochet,0,0,0,terminal_city_ricochet
Ghosts Can't Do It,0,0,0,ghosts_can_t_do_it
Martians Go Home,0,0,0,martians_go_home
Gunhed,0,0,0,gunhed
Beyond the Stars,0,0,0,beyond_the_stars
Hanussen,0,0,0,hanussen
The Big Bang,0,0,0,the_big_bang
City Limits,0,0,0,city_limits
Impulse,0,0,0,impulse
The Element of Crime,0,0,0,the_element_of_crime
The Return of Captain Invincible,0,0,0,the_return_of_captain_invincible
Nightmares,0,0,0,nightmares
The Watcher in the Woods,0,0,0,the_watcher_in_the_woods
The Last Chase,0,0,0,the_last_chase
The Capture of Bigfoot,0,0,0,the_capture_of_bigfoot
The War in Space,0,0,0,the_war_in_space
The Last Dinosaur,0,0,0,the_last_dinosaur
A*P*E,0,0,0,a_p_e
A Safe Place,0,0,0,a_safe_place
Quatermass and the Pit,0,0,0,quatermass_and_the_pit
Night of the Big Heat,0,0,0,night_of_the_big_heat
Frankenstein Created Woman,0,0,0,frankenstein_created_woman
Battle Beneath the Earth,0,0,0,battle_beneath_the_earth
Women of the Prehistoric Planet,0,0,0,women_of_the_prehistoric_planet
The Wizard of Mars,0,0,0,the_wizard_of_mars
I criminali della galassia,0,0,0,i_criminali_della_galassia
Ghidorah: The Three-Headed Monster,0,0,0,ghidorah_the_three_headed_monster
Ultimate Avengers,0,0,0,ultimate_avengers
Lifeform,0,0,0,lifeform
Legend of the Dragon,0,0,0,legend_of_the_dragon
The Noah,0,0,0,the_noah
Traumschiff Surprise - Periode 1,0,0,0,traumschiff_surprise_periode_1
The Wicked City,0,0,0,the_wicked_city
Scanners: The Showdown,0,0,0,scanners_the_showdown
Invasion,0,0,0,invasion
Timescape,0,0,0,timescape
Queens of Langkasuka,0,0,0,queens_of_langkasuka
Cyborg She,0,0,0,cyborg_she
Kami,0,0,0,kami
Moon Warriors,0,0,0,moon_warriors
The Gift,0,0,0,the_gift
Yesterday,0,0,0,yesterday
Nothing,0,0,0,nothing
Bubble Fiction: Boom or Bust,0,0,0,bubble_fiction_boom_or_bust
Evangelion: 1.0 You Are,0,0,0,evangelion_1_0_you_are
Zibahkhana,0,0,0,zibahkhana
Timecop 2: The Berlin Decision,0,0,0,timecop_2_the_berlin_decision
Naked Souls,0,0,0,naked_souls
Shadow Fury,0,0,0,shadow_fury
Gangland,0,0,0,gangland
Toomorrow,0,0,0,toomorrow
TiMER,0,0,0,timer
I'm Not Jesus Mommy,0,0,0,i_m_not_jesus_mommy
Vampire Hunter D: Bloodlust,0,0,0,vampire_hunter_d_bloodlust
Breeders,0,0,0,breeders
3G - A Killer Connection,0,0,0,3g_a_killer_connection
DinoCroc,0,0,0,dinocroc
Bad Girl Island,0,0,0,bad_girl_island
Last Lives,0,0,0,last_lives
The Whisperer in Darkness,0,0,0,the_whisperer_in_darkness
Sync,0,0,0,sync
Dead Air,0,0,0,dead_air
Terminal Invasion,0,0,0,terminal_invasion
Outpost 3,0,0,0,outpost_3
Steel and Lace,0,0,0,steel_and_lace
Attack On Titan Part 2,0,0,0,attack_on_titan_part_2
Malibu Shark Attack,0,0,0,malibu_shark_attack
Sharknado 3,0,0,0,sharknado_3
Battlestar Galactica: The Plan,0,0,0,battlestar_galactica_the_plan
Humans vs. Zombies,0,0,0,humans_vs_zombies
Aurora,0,0,0,aurora
Space Warriors,0,0,0,space_warriors
Meow,0,0,0,meow
Beautiful Dreamer,0,0,0,beautiful_dreamer
Invasion Roswell,0,0,0,invasion_roswell
Escuadron Suicida: Deuda infernal,0,0,0,escuadron_suicida_deuda_infernal
Morlocks,0,0,0,morlocks
Chaos Walking,0,0,0,chaos_walking
Chameleon [Rysher],0,0,0,chameleon_rysher
Eternals,0,0,0,eternals
Jurassic World: Dominion,0,0,0,jurassic_world_dominion
Kaboom,0,0,0,kaboom
Mongolian Death Worm,0,0,0,mongolian_death_worm
Battle of Los Angeles,0,0,0,battle_of_los_angeles
The Werewolf,0,0,0,the_werewolf
Bermuda Tentacles,0,0,0,bermuda_tentacles
Sharktopus,0,0,0,sharktopus
Fetching Cody,0,0,0,fetching_cody
Krull,0,0,0,krull
Son of Godzilla,0,0,0,son_of_godzilla
The Wasp Woman,0,0,0,the_wasp_woman
Agency of Vengeance: Dark Rising,0,0,0,agency_of_vengeance_dark_rising
Alien vs. Hunter,0,0,0,alien_vs_hunter
Invaders from Mars,0,0,0,invaders_from_mars
Family Guy: It's A Trap!,0,0,0,family_guy_it_s_a_trap
It! The Terror from Beyond Space,0,0,0,it_the_terror_from_beyond_space
Samourais,0,0,0,samourais
I Married a Strange Person!,0,0,0,i_married_a_strange_person
Creepozoids,0,0,0,creepozoids
Spacehunter: Adventures in the Forbidden Zone,0,0,0,spacehunter_adventures_in_the_forbidden_zone
The Crater Lake Monster,0,0,0,the_crater_lake_monster
Alphaville,0,0,0,alphaville
The Three Stooges Meet Hercules,0,0,0,the_three_stooges_meet_hercules
Plan 9 from Outer Space,0,0,0,plan_9_from_outer_space
Sector 7,0,0,0,sector_7
Angry Video Game Nerd,0,0,0,angry_video_game_nerd
Closer to God,0,0,0,closer_to_god
Beyond The Sky,0,0,0,beyond_the_sky
Doom Runners,0,0,0,doom_runners
Drones,0,0,0,drones
Space Adventure Cobra,0,0,0,space_adventure_cobra
The Magic Christmas Tree,0,0,0,the_magic_christmas_tree
The Vineyard,0,0,0,the_vineyard
Psychic Experiment,0,0,0,psychic_experiment
Lunopolis,0,0,0,lunopolis
Zombie Apocalypse,0,0,0,zombie_apocalypse
Dead And Deader,0,0,0,dead_and_deader
The Devil Bat,0,0,0,the_devil_bat
Arctic Blast,0,0,0,arctic_blast
Dinocroc vs. Supergator,0,0,0,dinocroc_vs_supergator
Universal Soldiers,0,0,0,universal_soldiers
Mega Python vs. Gatoroid,0,0,0,mega_python_vs_gatoroid
The Wild Hunt,0,0,0,the_wild_hunt
Vanquisher,0,0,0,vanquisher
2010: Moby Dick,0,0,0,2010_moby_dick
Arachnid,0,0,0,arachnid
Birdemic: Shock and Terror,0,0,0,birdemic_shock_and_terror
The Corpse Vanishes,0,0,0,the_corpse_vanishes
Metropia,0,0,0,metropia
Indestructible Man,0,0,0,indestructible_man
Class of Nuke 'Em High,0,0,0,class_of_nuke_em_high
And You Thought Your Parents Were Weird,0,0,0,and_you_thought_your_parents_were_weird
C.H.O.M.P.S.,0,0,0,c_h_o_m_p_s
The Lost Missile,0,0,0,the_lost_missile
Frankenstein's Daughter,0,0,0,frankenstein_s_daughter
The Black Sleep,0,0,0,the_black_sleep
Attack of the Giant Leeches,0,0,0,attack_of_the_giant_leeches
Snowglobe,0,0,0,snowglobe
"The Phantom from 10,000 Leagues",0,0,0,the_phantom_from_10_000_leagues
The Giant Gila Monster,0,0,0,the_giant_gila_monster
Killers from Space,0,0,0,killers_from_space
Yesterday Was a Lie,0,0,0,yesterday_was_a_lie
Franklyn,0,0,0,franklyn
Terror Inside,0,0,0,terror_inside
Six Reasons Why,0,0,0,six_reasons_why
The Machine Girl,0,0,0,the_machine_girl
Invasion of the Pod People,0,0,0,invasion_of_the_pod_people
Hellboy: Sword of Storms,0,0,0,hellboy_sword_of_storms
Hellboy: Blood and Iron,0,0,0,hellboy_blood_and_iron
Eden Log,0,0,0,eden_log
Chrysalis,0,0,0,chrysalis
"30,000 Leagues Under the Sea",0,0,0,30_000_leagues_under_the_sea
Robotech: The Shadow Chronicles,0,0,0,robotech_the_shadow_chronicles
Tideland,0,0,0,tideland
Stomp! Shout! Scream!,0,0,0,stomp_shout_scream
Puzzlehead,0,0,0,puzzlehead
Day of the Dead 2: Contagium,0,0,0,day_of_the_dead_2_contagium
The Thing Below,0,0,0,the_thing_below
The Final Cut,0,0,0,the_final_cut
The Dust Factory,0,0,0,the_dust_factory
Undead,0,0,0,undead
The Big Empty,0,0,0,the_big_empty
Aquanoids,0,0,0,aquanoids
Bloody Mallory,0,0,0,bloody_mallory
Replicant,0,0,0,replicant
Conceiving Ada,0,0,0,conceiving_ada
"Aliens in the Wild, Wild West",0,0,0,aliens_in_the_wild_wild_west
Dead Fire,0,0,0,dead_fire
Gamera: Guardian of the Universe,0,0,0,gamera_guardian_of_the_universe
Phantasm III: Lord of the Dead,0,0,0,phantasm_iii_lord_of_the_dead
Nemesis,0,0,0,nemesis
Cyborg Cop,0,0,0,cyborg_cop
The Bride with White Hair,0,0,0,the_bride_with_white_hair
Body Melt,0,0,0,body_melt
Arcade,0,0,0,arcade
The Airzone Solution,0,0,0,the_airzone_solution
Trancers III,0,0,0,trancers_iii
"Silent Night, Deadly Night 5: The Toy Maker",0,0,0,silent_night_deadly_night_5_the_toy_maker
Godzilla vs. King Ghidorah,0,0,0,godzilla_vs_king_ghidorah
Dead Space: Downfall,0,0,0,dead_space_downfall
"Abraxas, Guardian of the Universe",0,0,0,abraxas_guardian_of_the_universe
The Dark Side of the Moon,0,0,0,the_dark_side_of_the_moon
The Terror Within,0,0,0,the_terror_within
Lords of the Deep,0,0,0,lords_of_the_deep
C.H.U.D. II: Bud the C.H.U.D.,0,0,0,c_h_u_d_ii_bud_the_c_h_u_d
Return of the Killer Tomatoes,0,0,0,return_of_the_killer_tomatoes
Hobgoblins,0,0,0,hobgoblins
Robot Carnival,0,0,0,robot_carnival
Real Men,0,0,0,real_men
Munchies,0,0,0,munchies
The Toxic Avenger,0,0,0,the_toxic_avenger
D.A.R.Y.L.,0,0,0,d_a_r_y_l
Space Raiders,0,0,0,space_raiders
The Man Who Wasn't There,0,0,0,the_man_who_wasn_t_there
Born in Flames,0,0,0,born_in_flames
Forbidden World,0,0,0,forbidden_world
Arcadia of My Youth,0,0,0,arcadia_of_my_youth
Contamination,0,0,0,contamination
Attack of the Killer Tomatoes,0,0,0,attack_of_the_killer_tomatoes
Track of the Moon Beast,0,0,0,track_of_the_moon_beast
Embryo,0,0,0,embryo
Frankenstein Must Be Destroyed,0,0,0,frankenstein_must_be_destroyed
Journey to the Center of Time,0,0,0,journey_to_the_center_of_time
Jesse James Meets Frankenstein's Daughter,0,0,0,jesse_james_meets_frankenstein_s_daughter
Gamera vs. Barugon,0,0,0,gamera_vs_barugon
The Earth Dies Screaming,0,0,0,the_earth_dies_screaming
"Die, Monster, Die!",0,0,0,die_monster_die
Santa Claus Conquers the Martians,0,0,0,santa_claus_conquers_the_martians
The Horror of Party Beach,0,0,0,the_horror_of_party_beach
The Flesh Eaters,0,0,0,the_flesh_eaters
The Three Stooges in Orbit,0,0,0,the_three_stooges_in_orbit
The Day of the Triffids,0,0,0,the_day_of_the_triffids
The Phantom Planet,0,0,0,the_phantom_planet
The Beast of Yucca Flats,0,0,0,the_beast_of_yucca_flats
Assignment: Outer Space,0,0,0,assignment_outer_space
The Leech Woman,0,0,0,the_leech_woman
Last Woman on Earth,0,0,0,last_woman_on_earth
The Amazing Transparent Man,0,0,0,the_amazing_transparent_man
Poison,0,0,0,poison
Runaway,0,0,0,runaway
Shock,0,0,0,shock
Gamera: Super Monster,0,0,0,gamera_super_monster
Pet Shop,0,0,0,pet_shop
Bride of Re-Animator,0,0,0,bride_of_re_animator
Repli-Kate,0,0,0,repli_kate
Def-Con 4,0,0,0,def_con_4
The Source,0,0,0,the_source
Gamera vs. Gyaos,0,0,0,gamera_vs_gyaos
Gamera vs. Viras,0,0,0,gamera_vs_viras
Gamera vs. Jiger,0,0,0,gamera_vs_jiger
Gamera vs. Zigra,0,0,0,gamera_vs_zigra
Gas-s-s-s,0,0,0,gas_s_s_s
Trancers II,0,0,0,trancers_ii
Sci-Fighters,0,0,0,sci_fighters
Trancers 6,0,0,0,trancers_6
La Antena,0,0,0,la_antena
Mars,0,0,0,mars
Ghost in the Shell: S.A.C. - The Laughing Man,0,0,0,ghost_in_the_shell_s_a_c_the_laughing_man
Frankenstein Meets the Space Monster,0,0,0,frankenstein_meets_the_space_monster
Virtual Voyeur,0,0,0,virtual_voyeur
Lady Death,0,0,0,lady_death
The Black Dawn,0,0,0,the_black_dawn
Meteor Apocalypse,0,0,0,meteor_apocalypse
Detention,0,0,0,detention
Vicious Lips,0,0,0,vicious_lips
Ghost In The Shell 2.0,0,0,0,ghost_in_the_shell_2_0
Alien Opponent,0,0,0,alien_opponent
The Unborn,0,0,0,the_unborn
Earthling,0,0,0,earthling
2012: Ice Age,0,0,0,2012_ice_age
Phantom from Space,0,0,0,phantom_from_space
One Fall,0,0,0,one_fall
Death Watch,0,0,0,death_watch
DNA,0,0,0,dna
Another Day,0,0,0,another_day
Stranded: Naufragos,0,0,0,stranded_naufragos
Dante's Inferno,0,0,0,dante_s_inferno
Doomsday Book,0,0,0,doomsday_book
Dark Planet,0,0,0,dark_planet
Timelock,0,0,0,timelock
Beyond the Time Barrier,0,0,0,beyond_the_time_barrier
Gangs of the Dead,0,0,0,gangs_of_the_dead
Gog,0,0,0,gog
Mutant Hunt,0,0,0,mutant_hunt
The Frankenstein Theory,0,0,0,the_frankenstein_theory
The History Of Future Folk,0,0,0,the_history_of_future_folk
The Tenant,0,0,0,the_tenant
Blackenstein,0,0,0,blackenstein
Redline,0,0,0,redline
Age of Dinosaurs,0,0,0,age_of_dinosaurs
Rock Jocks,0,0,0,rock_jocks
Alien Trespass,0,0,0,alien_trespass
Stranded,0,0,0,stranded
Implanted,0,0,0,implanted
AE: Apocalypse Earth,0,0,0,ae_apocalypse_earth
Attack of the Crab Monsters,0,0,0,attack_of_the_crab_monsters
Fatal Conflict,0,0,0,fatal_conflict
Battle: New York - Day Two,0,0,0,battle_new_york_day_two
The Facility,0,0,0,the_facility
Enigma,0,0,0,enigma
Retrograde,0,0,0,retrograde
1,0,0,0,1
Clonehunter,0,0,0,clonehunter
Cosmos: War of the Planets,0,0,0,cosmos_war_of_the_planets
Battle Earth,0,0,0,battle_earth
