name,moviestatus,criticstatus,userstatus,link
K-PAX,0,0,0,k_pax
Helldriver,0,0,0,helldriver
Spiders,0,0,0,spiders
Hulk Vs.,0,0,0,hulk_vs
Iceman,0,0,0,iceman
Alien: Resurrection - Special Edition,0,0,0,alien_resurrection_special_edition
Wing Commander,0,0,0,wing_commander
Escape to Witch Mountain,0,0,0,escape_to_witch_mountain
Fortress 2: Re-Entry,0,0,0,fortress_2_re_entry
Darkman II: The Return of Durant,0,0,0,darkman_ii_the_return_of_durant
The Zero Theorem,0,0,0,the_zero_theorem
The Untamed,0,0,0,the_untamed
Explorers,0,0,0,explorers
Frankenweenie,0,0,0,frankenweenie
Godzilla vs. Hedorah,0,0,0,godzilla_vs_hedorah
Cell,0,0,0,cell
Accidents,0,0,0,accidents
Babylon A.D.,0,0,0,babylon_a_d
Fire and Ice,0,0,0,fire_and_ice
Moonraker,0,0,0,moonraker
The Stepford Wives,0,0,0,the_stepford_wives
The i Inside,0,0,0,the_i_inside
You're So Cupid,0,0,0,you_re_so_cupid
Emma's Wish,0,0,0,emma_s_wish
The Last Days on Mars,0,0,0,the_last_days_on_mars
Creature from the Black Lagoon,0,0,0,creature_from_the_black_lagoon
Fullmetal Alchemist,0,0,0,fullmetal_alchemist
Lake Placid 3,0,0,0,lake_placid_3
*batteries not included,0,0,0,batteries_not_included
The Man with Two Brains,0,0,0,the_man_with_two_brains
Our Man Flint,0,0,0,our_man_flint
Dragon Ball Z: Lord Slug,0,0,0,dragon_ball_z_lord_slug
Black Panther 2,0,0,0,black_panther_2
Carriers,0,0,0,carriers
Starship Troopers 3: Marauder,0,0,0,starship_troopers_3_marauder
Ghost in the Shell,0,0,0,ghost_in_the_shell
The Batman vs. Dracula,0,0,0,the_batman_vs_dracula
Merlin: The Return,0,0,0,merlin_the_return
Area 51,0,0,0,area_51
Into the Forest,0,0,0,into_the_forest
Red Faction: Origins,0,0,0,red_faction_origins
Daylight's End,0,0,0,daylight_s_end
Flubber,0,0,0,flubber
The Darkest Hour,0,0,0,the_darkest_hour
C.H.U.D.,0,0,0,c_h_u_d
Superman II,0,0,0,superman_ii
Lockout,0,0,0,lockout
Soldier,0,0,0,soldier
Superman: Doomsday,0,0,0,superman_doomsday
Wild Wild West,0,0,0,wild_wild_west
Starship Troopers 2: Hero of the Federation,0,0,0,starship_troopers_2_hero_of_the_federation
Wizards,0,0,0,wizards
The Island of Dr. Moreau,0,0,0,the_island_of_dr_moreau
9,0,0,0,9
Malice in Wonderland,0,0,0,malice_in_wonderland
The Fountain,0,0,0,the_fountain
The Machine,0,0,0,the_machine
In Your Eyes,0,0,0,in_your_eyes
Vanishing Waves,0,0,0,vanishing_waves
Alice,0,0,0,alice
Doorways,0,0,0,doorways
Elle: A Modern Cinderella Tale,0,0,0,elle_a_modern_cinderella_tale
The Signal,0,0,0,the_signal
Star Kid,0,0,0,star_kid
Man's Best Friend,0,0,0,man_s_best_friend
Lifeforce,0,0,0,lifeforce
The Philadelphia Experiment,0,0,0,the_philadelphia_experiment
Godzilla vs. SpaceGodzilla,0,0,0,godzilla_vs_spacegodzilla
Rodan,0,0,0,rodan
I Origins,0,0,0,i_origins
Alien3 - Special Edition,0,0,0,alien3_special_edition
Ali Baba and the Forty Thieves,0,0,0,ali_baba_and_the_forty_thieves
Horse Girl,0,0,0,horse_girl
The Butterfly Effect 2,0,0,0,the_butterfly_effect_2
The Astronaut's Wife,0,0,0,the_astronaut_s_wife
The Island of Dr. Moreau,0,0,0,the_island_of_dr_moreau
Night of the Lepus,0,0,0,night_of_the_lepus
Trucks,0,0,0,trucks
100 Degrees Below Zero,0,0,0,100_degrees_below_zero
The Vanguard,0,0,0,the_vanguard
Hello Again,0,0,0,hello_again
Without Warning,0,0,0,without_warning
The Man Who Fell to Earth,0,0,0,the_man_who_fell_to_earth
Godzilla vs. Gigan,0,0,0,godzilla_vs_gigan
The Falls,0,0,0,the_falls
CJ7,0,0,0,cj7
Steel,0,0,0,steel
American Warships,0,0,0,american_warships
Revenge of the Creature,0,0,0,revenge_of_the_creature
Frankenstein Reborn,0,0,0,frankenstein_reborn
Bleeding Steel,0,0,0,bleeding_steel
Fahrenheit 451,0,0,0,fahrenheit_451
Genesis,0,0,0,genesis
Luis And The Aliens,0,0,0,luis_and_the_aliens
Avengers: Infinity War,0,0,0,avengers_infinity_war
Miracle Mile,0,0,0,miracle_mile
Superman/Batman: Apocalypse,0,0,0,superman_batman_apocalypse
The Return of Swamp Thing,0,0,0,the_return_of_swamp_thing
Short Circuit 2,0,0,0,short_circuit_2
Monsters,0,0,0,monsters
Thomas and the Magic Railroad,0,0,0,thomas_and_the_magic_railroad
My Stepmother Is an Alien,0,0,0,my_stepmother_is_an_alien
Megaforce,0,0,0,megaforce
THX 1138,0,0,0,thx_1138
The Misadventures of Merlin Jones,0,0,0,the_misadventures_of_merlin_jones
Ghost in the Shell: S.A.C. Solid State Society,0,0,0,ghost_in_the_shell_s_a_c_solid_state_society
Safety Not Guaranteed,0,0,0,safety_not_guaranteed
Breeders,0,0,0,breeders
Z for Zachariah,0,0,0,z_for_zachariah
3-Headed Shark Attack,0,0,0,3_headed_shark_attack
Starship Troopers: Traitor of Mars,0,0,0,starship_troopers_traitor_of_mars
Green Lantern: Emerald Knights,0,0,0,green_lantern_emerald_knights
My Favorite Martian,0,0,0,my_favorite_martian
The Mating Habits of the Earthbound Human,0,0,0,the_mating_habits_of_the_earthbound_human
Escape from L.A.,0,0,0,escape_from_l_a
Freejack,0,0,0,freejack
Death Machine,0,0,0,death_machine
Scanners,0,0,0,scanners
Time After Time,0,0,0,time_after_time
Godzilla vs. Mechagodzilla,0,0,0,godzilla_vs_mechagodzilla
Slayer,0,0,0,slayer
The Fury,0,0,0,the_fury
Mind Ripper,0,0,0,mind_ripper
1313: Hercules Unbound,0,0,0,1313_hercules_unbound
Doomsday Prophecy,0,0,0,doomsday_prophecy
The Trial of the Incredible Hulk,0,0,0,the_trial_of_the_incredible_hulk
Kin,0,0,0,kin
Retreat,0,0,0,retreat
Mutants,0,0,0,mutants
Mansquito,0,0,0,mansquito
Cube Zero,0,0,0,cube_zero
Mission to Mars,0,0,0,mission_to_mars
My Brother the Pig,0,0,0,my_brother_the_pig
Hav Plenty,0,0,0,hav_plenty
Forever Young,0,0,0,forever_young
The Devil and Max Devlin,0,0,0,the_devil_and_max_devlin
The Nutty Professor,0,0,0,the_nutty_professor
The Aftermath,0,0,0,the_aftermath
Clockstoppers,0,0,0,clockstoppers
Dark Skies,0,0,0,dark_skies
Super Cyclone,0,0,0,super_cyclone
Darkman 3: Die Darkman Die,0,0,0,darkman_3_die_darkman_die
Epoch,0,0,0,epoch
Chiller,0,0,0,chiller
Criminal,0,0,0,criminal
The Brood,0,0,0,the_brood
Yu-Gi-Oh! THE MOVIE,0,0,0,yu_gi_oh_the_movie
The Langoliers,0,0,0,the_langoliers
Pontypool,0,0,0,pontypool
Omega Doom,0,0,0,omega_doom
Johnny Mnemonic,0,0,0,johnny_mnemonic
Godzilla vs. Mechagodzilla II,0,0,0,godzilla_vs_mechagodzilla_ii
Looker,0,0,0,looker
Solo,0,0,0,solo
Metal Tornado,0,0,0,metal_tornado
Day Watch,0,0,0,day_watch
Battledogs,0,0,0,battledogs
The One,0,0,0,the_one
Age of Tomorrow,0,0,0,age_of_tomorrow
Listening,0,0,0,listening
Never Let Me Go,0,0,0,never_let_me_go
Bionicle: The Legend Reborn,0,0,0,bionicle_the_legend_reborn
Gamer,0,0,0,gamer
Cypher,0,0,0,cypher
Possible Worlds,0,0,0,possible_worlds
The Last Warrior,0,0,0,the_last_warrior
Battlefield Earth,0,0,0,battlefield_earth
Village of the Damned,0,0,0,village_of_the_damned
Silent Running,0,0,0,silent_running
"Atlantis, the Lost Continent",0,0,0,atlantis_the_lost_continent
Frankenstein,0,0,0,frankenstein
Batman,0,0,0,batman
Nazis at the Center of the Earth,0,0,0,nazis_at_the_center_of_the_earth
Upside Down,0,0,0,upside_down
The Surge,0,0,0,the_surge
When Worlds Collide,0,0,0,when_worlds_collide
Red Planet,0,0,0,red_planet
Big Ass Spider!,0,0,0,big_ass_spider
Frequencies,0,0,0,frequencies
Riverworld,0,0,0,riverworld
Black Orpheus,0,0,0,black_orpheus
Artifacts,0,0,0,artifacts
No Men Beyond This Point,0,0,0,no_men_beyond_this_point
Sharknado 5: Global Swarming,0,0,0,sharknado_5_global_swarming
In the Shadow of the Moon,0,0,0,in_the_shadow_of_the_moon
Brides of Blood,0,0,0,brides_of_blood
Universal Soldier: Regeneration,0,0,0,universal_soldier_regeneration
The Spirit,0,0,0,the_spirit
Death Racers,0,0,0,death_racers
Altered,0,0,0,altered
Gagamboy,0,0,0,gagamboy
Twelve Monkeys,0,0,0,twelve_monkeys
Philadelphia Experiment II,0,0,0,philadelphia_experiment_ii
Mad Max Beyond Thunderdome,0,0,0,mad_max_beyond_thunderdome
Stalker,0,0,0,stalker
Audrey Rose,0,0,0,audrey_rose
The Food of the Gods,0,0,0,the_food_of_the_gods
The Little Prince,0,0,0,the_little_prince
The Last Man on Earth,0,0,0,the_last_man_on_earth
Cherry 2000,0,0,0,cherry_2000
Toys,0,0,0,toys
Jetsons: The Movie,0,0,0,jetsons_the_movie
The Avengers,0,0,0,the_avengers
400 Days,0,0,0,400_days
The Incredible Shrinking Man,0,0,0,the_incredible_shrinking_man
Queen of Outer Space,0,0,0,queen_of_outer_space
Hotel Artemis,0,0,0,hotel_artemis
Lights,0,0,0,lights
The Assassin,0,0,0,the_assassin
Godzilla vs. Kong,0,0,0,godzilla_vs_kong
Lucy,0,0,0,lucy
Highlander II: The Quickening,0,0,0,highlander_ii_the_quickening
Portals,0,0,0,portals
Extinction,0,0,0,extinction
The Devil's Tomb,0,0,0,the_devil_s_tomb
The Colony,0,0,0,the_colony
Dark Portals: The Chronicles of Vidocq,0,0,0,dark_portals_the_chronicles_of_vidocq
Viral,0,0,0,viral
Spider-Man: Into the Spider-Verse,0,0,0,spider_man_into_the_spider_verse
Anacondas: Trail of Blood,0,0,0,anacondas_trail_of_blood
The Nines,0,0,0,the_nines
A.I. Assault,0,0,0,a_i_assault
Disturbing Behavior,0,0,0,disturbing_behavior
Scanners III: The Takeover,0,0,0,scanners_iii_the_takeover
The Stuff,0,0,0,the_stuff
Class of 1999,0,0,0,class_of_1999
H. G. Wells' The Shape of Things to Come,0,0,0,h_g_wells_the_shape_of_things_to_come
Minutemen,0,0,0,minutemen
Intacto,0,0,0,intacto
The Saint,0,0,0,the_saint
Double Dragon,0,0,0,double_dragon
The Blood of Heroes,0,0,0,the_blood_of_heroes
Beyond Re-Animator,0,0,0,beyond_re_animator
Automata,0,0,0,automata
Young Ones,0,0,0,young_ones
Infini,0,0,0,infini
Pandemic,0,0,0,pandemic
Critters 2: Main Course,0,0,0,critters_2_main_course
Cameron's Closet,0,0,0,cameron_s_closet
Surrogates,0,0,0,surrogates
WarGames: The Dead Code,0,0,0,wargames_the_dead_code
Hollow Man 2,0,0,0,hollow_man_2
Vampire Bats,0,0,0,vampire_bats
Godzilla: Tokyo S.O.S.,0,0,0,godzilla_tokyo_s_o_s
A Kid in King Arthur's Court,0,0,0,a_kid_in_king_arthur_s_court
Class of 1999 II: The Substitute,0,0,0,class_of_1999_ii_the_substitute
Puppet Master III: Toulon's Revenge,0,0,0,puppet_master_iii_toulon_s_revenge
Darkman,0,0,0,darkman
Marooned,0,0,0,marooned
Scooby-Doo and the Alien Invaders,0,0,0,scooby_doo_and_the_alien_invaders
Starship Troopers: Invasion,0,0,0,starship_troopers_invasion
Fireball,0,0,0,fireball
Batman & Robin,0,0,0,batman_robin
Tremors 5: Bloodlines,0,0,0,tremors_5_bloodlines
Zardoz,0,0,0,zardoz
Time Runner,0,0,0,time_runner
Arena,0,0,0,arena
Futuresport,0,0,0,futuresport
Death Trance,0,0,0,death_trance
Dead Leaves,0,0,0,dead_leaves
Evil Alien Conquerors,0,0,0,evil_alien_conquerors
XChange,0,0,0,xchange
Bridge of Dragons,0,0,0,bridge_of_dragons
The City of Lost Children,0,0,0,the_city_of_lost_children
Body Snatchers,0,0,0,body_snatchers
Alien Nation,0,0,0,alien_nation
Timerider: The Adventure of Lyle Swann,0,0,0,timerider_the_adventure_of_lyle_swann
Battle Beyond the Stars,0,0,0,battle_beyond_the_stars
Meteor,0,0,0,meteor
The Boys from Brazil,0,0,0,the_boys_from_brazil
The People That Time Forgot,0,0,0,the_people_that_time_forgot
Kingdom of the Spiders,0,0,0,kingdom_of_the_spiders
Futureworld,0,0,0,futureworld
Conquest of the Planet of the Apes,0,0,0,conquest_of_the_planet_of_the_apes
Escape from the Planet of the Apes,0,0,0,escape_from_the_planet_of_the_apes
Critters 4,0,0,0,critters_4
The Power,0,0,0,the_power
Witchslayer Gretl,0,0,0,witchslayer_gretl
Nightmare,0,0,0,nightmare
Waking,0,0,0,waking
Anon,0,0,0,anon
A Breath Away,0,0,0,a_breath_away
Dylan Dog: Dead of Night,0,0,0,dylan_dog_dead_of_night
Night Feeders,0,0,0,night_feeders
Green Lantern: First Flight,0,0,0,green_lantern_first_flight
Southland Tales,0,0,0,southland_tales
Superman: Brainiac Attacks,0,0,0,superman_brainiac_attacks
H.G. Wells' War of the Worlds,0,0,0,h_g_wells_war_of_the_worlds
Final Fantasy: The Spirits Within,0,0,0,final_fantasy_the_spirits_within
New Rose Hotel,0,0,0,new_rose_hotel
Beethoven Lives Upstairs,0,0,0,beethoven_lives_upstairs
Eve of Destruction,0,0,0,eve_of_destruction
Brain Dead,0,0,0,brain_dead
Phantasm II,0,0,0,phantasm_ii
The Medusa Touch,0,0,0,the_medusa_touch
Battle for Terra,0,0,0,battle_for_terra
Revelation,0,0,0,revelation
The Escape,0,0,0,the_escape
Upstream Color,0,0,0,upstream_color
Godzilla Raids Again,0,0,0,godzilla_raids_again
Bounty Killer,0,0,0,bounty_killer
Curtain Call,0,0,0,curtain_call
Battle for the Planet of the Apes,0,0,0,battle_for_the_planet_of_the_apes
The Walking Deceased,0,0,0,the_walking_deceased
Self/less,0,0,0,self_less
49 Days,0,0,0,49_days
Meteor Storm,0,0,0,meteor_storm
The Endless,0,0,0,the_endless
Future World,0,0,0,future_world
Marvel Rising: Secret Warriors,0,0,0,marvel_rising_secret_warriors
Time Trap,0,0,0,time_trap
The Day the Earth Stopped,0,0,0,the_day_the_earth_stopped
Transmorphers,0,0,0,transmorphers
Basilisk: The Serpent King,0,0,0,basilisk_the_serpent_king
Just Visiting,0,0,0,just_visiting
The American Astronaut,0,0,0,the_american_astronaut
The 6th Day,0,0,0,the_6th_day
Turbo: A Power Rangers Movie,0,0,0,turbo_a_power_rangers_movie
Chain Reaction,0,0,0,chain_reaction
Wilder Napalm,0,0,0,wilder_napalm
Mom and Dad Save the World,0,0,0,mom_and_dad_save_the_world
Frankenhooker,0,0,0,frankenhooker
Daffy Duck's Quackbusters,0,0,0,daffy_duck_s_quackbusters
Royal Space Force: The Wings of Honneamise,0,0,0,royal_space_force_the_wings_of_honneamise
The Day Time Ended,0,0,0,the_day_time_ended
"Yor, the Hunter from the Future",0,0,0,yor_the_hunter_from_the_future
The Wall,0,0,0,the_wall
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",0,0,0,godzilla_mothra_and_king_ghidorah_giant_monsters_all_out_attack
The Apocalypse,0,0,0,the_apocalypse
Gamera 2: Attack of Legion,0,0,0,gamera_2_attack_of_legion
Eyeborgs,0,0,0,eyeborgs
Alien Uprising,0,0,0,alien_uprising
V/H/S/2,0,0,0,v_h_s_2
Awaken,0,0,0,awaken
Storm,0,0,0,storm
Deep Shock,0,0,0,deep_shock
People from Space,0,0,0,people_from_space
I'll Follow You Down,0,0,0,i_ll_follow_you_down
The Animatrix,0,0,0,the_animatrix
They Nest,0,0,0,they_nest
Robot Overlords,0,0,0,robot_overlords
The Amazing Wizard of Paws,0,0,0,the_amazing_wizard_of_paws
2:22,0,0,0,2_22
Beyond Skyline,0,0,0,beyond_skyline
At First Light,0,0,0,at_first_light
Oblivion,0,0,0,oblivion
The Creeping Flesh,0,0,0,the_creeping_flesh
Perfect Creature,0,0,0,perfect_creature
Renaissance,0,0,0,renaissance
The Girl Who Leapt Through Time,0,0,0,the_girl_who_leapt_through_time
Insecticidal,0,0,0,insecticidal
Tales from the Crapper,0,0,0,tales_from_the_crapper
Mimic 3: Sentinel,0,0,0,mimic_3_sentinel
Universal Soldier II: Brothers in Arms,0,0,0,universal_soldier_ii_brothers_in_arms
Food of the Gods II,0,0,0,food_of_the_gods_ii
Slave Girls from Beyond Infinity,0,0,0,slave_girls_from_beyond_infinity
The Ice Pirates,0,0,0,the_ice_pirates
Jekyll and Hyde... Together Again,0,0,0,jekyll_and_hyde_together_again
The Incredible Shrinking Woman,0,0,0,the_incredible_shrinking_woman
A Distant Thunder,0,0,0,a_distant_thunder
Empire of the Ants,0,0,0,empire_of_the_ants
The Terminal Man,0,0,0,the_terminal_man
The Valley of Gwangi,0,0,0,the_valley_of_gwangi
Moon Zero Two,0,0,0,moon_zero_two
The Green Slime,0,0,0,the_green_slime
The President's Analyst,0,0,0,the_president_s_analyst
Gorgo,0,0,0,gorgo
The Day the Earth Caught Fire,0,0,0,the_day_the_earth_caught_fire
The Incredible 2-Headed Transplant,0,0,0,the_incredible_2_headed_transplant
Children of the Damned,0,0,0,children_of_the_damned
Extraterrestrial,0,0,0,extraterrestrial
Branded,0,0,0,branded
Road Kill,0,0,0,road_kill
Snowmageddon,0,0,0,snowmageddon
The Rig,0,0,0,the_rig
"Honey, We Shrunk Ourselves",0,0,0,honey_we_shrunk_ourselves
The Color Out Of Space,0,0,0,the_color_out_of_space
Teknolust,0,0,0,teknolust
The Human Race,0,0,0,the_human_race
Godzilla's Revenge,0,0,0,godzilla_s_revenge
Mortem,0,0,0,mortem
S. Darko,0,0,0,s_darko
Debug,0,0,0,debug
The Show Must Go On,0,0,0,the_show_must_go_on
Tokyo Tribe,0,0,0,tokyo_tribe
A Number,0,0,0,a_number
Psycho-Pass: The Movie,0,0,0,psycho_pass_the_movie
The Fly,0,0,0,the_fly
Another World,0,0,0,another_world
La Jetee,0,0,0,la_jetee
Quantum Apocalypse,0,0,0,quantum_apocalypse
Austin Powers: The Spy Who Shagged Me,0,0,0,austin_powers_the_spy_who_shagged_me
Lucid Dream,0,0,0,lucid_dream
Kill Switch,0,0,0,kill_switch
The Osiris Child,0,0,0,the_osiris_child
Barbie Star Light Adventure,0,0,0,barbie_star_light_adventure
Invader,0,0,0,invader
Caved In: Prehistoric Terror,0,0,0,caved_in_prehistoric_terror
The Wandering Earth,0,0,0,the_wandering_earth
Aniara,0,0,0,aniara
Little Joe,0,0,0,little_joe
Books of Blood,0,0,0,books_of_blood
Knight Rider,0,0,0,knight_rider
Jurassic World: Fallen Kingdom,0,0,0,jurassic_world_fallen_kingdom
The Meteor Man,0,0,0,the_meteor_man
An Elf's Story: The Elf on the Shelf,0,0,0,an_elf_s_story_the_elf_on_the_shelf
The Man from Earth,0,0,0,the_man_from_earth
Clara,0,0,0,clara
Supernova,0,0,0,supernova
The Signal,0,0,0,the_signal
Avengers Confidential: Black Widow & Punisher,0,0,0,avengers_confidential_black_widow_punisher
Cyborg 2,0,0,0,cyborg_2
Earthstorm,0,0,0,earthstorm
Solar Attack,0,0,0,solar_attack
Scanners II: The New Order,0,0,0,scanners_ii_the_new_order
The Clones of Bruce Lee,0,0,0,the_clones_of_bruce_lee
Earth's Final Hours,0,0,0,earth_s_final_hours
Invaders from Mars,0,0,0,invaders_from_mars
Morgan,0,0,0,morgan
P.U.N.K.S.,0,0,0,p_u_n_k_s
Pulse 2: Afterlife,0,0,0,pulse_2_afterlife
Edison and Leo,0,0,0,edison_and_leo
I Am Omega,0,0,0,i_am_omega
Death of a President,0,0,0,death_of_a_president
Alien Hunter,0,0,0,alien_hunter
Space Truckers,0,0,0,space_truckers
Mosquito,0,0,0,mosquito
Earth Girls Are Easy,0,0,0,earth_girls_are_easy
Superman IV: The Quest for Peace,0,0,0,superman_iv_the_quest_for_peace
Date with an Angel,0,0,0,date_with_an_angel
Dreamscape,0,0,0,dreamscape
Beyond the Black Rainbow,0,0,0,beyond_the_black_rainbow
Sound of My Voice,0,0,0,sound_of_my_voice
Tremors 3: Back to Perfection,0,0,0,tremors_3_back_to_perfection
Frequently Asked Questions About Time Travel,0,0,0,frequently_asked_questions_about_time_travel
The Substitute,0,0,0,the_substitute
Alien Rising,0,0,0,alien_rising
The Anomaly,0,0,0,the_anomaly
April and the Extraordinary World,0,0,0,april_and_the_extraordinary_world
Teenage Mutant Ninja Turtles III,0,0,0,teenage_mutant_ninja_turtles_iii
Beta Test,0,0,0,beta_test
Rememory,0,0,0,rememory
Orphan Black: Cast and Creators Live at PaleyFest NY,0,0,0,orphan_black_cast_and_creators_live_at_paleyfest_ny
Curvature,0,0,0,curvature
Imitation Girl,0,0,0,imitation_girl
Deceived,0,0,0,deceived
Await Further Instructions,0,0,0,await_further_instructions
Tales of an Ancient Empire,0,0,0,tales_of_an_ancient_empire
Night of the Creeps,0,0,0,night_of_the_creeps
Mindwarp,0,0,0,mindwarp
Solarbabies,0,0,0,solarbabies
Justice League: The New Frontier,0,0,0,justice_league_the_new_frontier
100 Million BC,0,0,0,100_million_bc
Steamboy,0,0,0,steamboy
Virus,0,0,0,virus
The Puppet Masters,0,0,0,the_puppet_masters
Highlander 3: The Final Dimension,0,0,0,highlander_3_the_final_dimension
Dollman vs. Demonic Toys,0,0,0,dollman_vs_demonic_toys
Steel Dawn,0,0,0,steel_dawn
Bad Taste,0,0,0,bad_taste
The Adventures of Buckaroo Banzai Across the 8th Dimension,0,0,0,the_adventures_of_buckaroo_banzai_across_the_8th_dimension
Superman III,0,0,0,superman_iii
Strange Invaders,0,0,0,strange_invaders
Altered States,0,0,0,altered_states
Tokyo Gore Police,0,0,0,tokyo_gore_police
Tales from Earthsea,0,0,0,tales_from_earthsea
Collision Earth,0,0,0,collision_earth
Ghost Storm,0,0,0,ghost_storm
Connor's War,0,0,0,connor_s_war
The Captains,0,0,0,the_captains
Zombie Hunter,0,0,0,zombie_hunter
After the Dark,0,0,0,after_the_dark
Baby Geniuses and the Mystery of the Crown Jewels,0,0,0,baby_geniuses_and_the_mystery_of_the_crown_jewels
"Somewhere, Tomorrow",0,0,0,somewhere_tomorrow
Transmorphers: Fall of Man,0,0,0,transmorphers_fall_of_man
Patch Town,0,0,0,patch_town
Zone Troopers,0,0,0,zone_troopers
The Chronicles of Riddick: Dark Fury,0,0,0,the_chronicles_of_riddick_dark_fury
Altergeist,0,0,0,altergeist
The Boy Who Could Fly,0,0,0,the_boy_who_could_fly
Conquest of Space,0,0,0,conquest_of_space
The Giant Behemoth,0,0,0,the_giant_behemoth
The Space Between,0,0,0,the_space_between
Urusei Yatsura 2: Beautiful Dreamer,0,0,0,urusei_yatsura_2_beautiful_dreamer
Lavalantula,0,0,0,lavalantula
After Midnight,0,0,0,after_midnight
Creature With The Atom Brain,0,0,0,creature_with_the_atom_brain
Donovan's Brain,0,0,0,donovan_s_brain
Lake Placid 2,0,0,0,lake_placid_2
King of the Lost World,0,0,0,king_of_the_lost_world
Ghost in the Shell 2: Innocence,0,0,0,ghost_in_the_shell_2_innocence
Flying Virus,0,0,0,flying_virus
Young Einstein,0,0,0,young_einstein
The Quiet Earth,0,0,0,the_quiet_earth
Day of the Dead,0,0,0,day_of_the_dead
Night of the Comet,0,0,0,night_of_the_comet
The Day the Fish Came Out,0,0,0,the_day_the_fish_came_out
Reptilicus,0,0,0,reptilicus
Gamera the Brave,0,0,0,gamera_the_brave
Against the Dark,0,0,0,against_the_dark
Termination Point,0,0,0,termination_point
The Philadelphia Experiment,0,0,0,the_philadelphia_experiment
Zenith,0,0,0,zenith
Timecrimes,0,0,0,timecrimes
Things to Come,0,0,0,things_to_come
Alien Abduction,0,0,0,alien_abduction
Coherence,0,0,0,coherence
Radio Free Albemuth,0,0,0,radio_free_albemuth
Atlas Shrugged: Who Is John Galt?,0,0,0,atlas_shrugged_who_is_john_galt
Patrick: Evil Awakens,0,0,0,patrick_evil_awakens
A Midsummer Night's Dream,0,0,0,a_midsummer_night_s_dream
The Lost World,0,0,0,the_lost_world
Cold Souls,0,0,0,cold_souls
The Worthy,0,0,0,the_worthy
Heroes,0,0,0,heroes
The Terminators,0,0,0,the_terminators
Shark Hunter,0,0,0,shark_hunter
Mega Shark vs. Crocosaurus,0,0,0,mega_shark_vs_crocosaurus
The Day of the Dolphin,0,0,0,the_day_of_the_dolphin
20 Million Miles To Earth,0,0,0,20_million_miles_to_earth
Mutant Chronicles,0,0,0,mutant_chronicles
Labou,0,0,0,labou
The Invincible Iron Man,0,0,0,the_invincible_iron_man
The Astronaut Farmer,0,0,0,the_astronaut_farmer
Special,0,0,0,special
Night Skies,0,0,0,night_skies
The Kovak Box,0,0,0,the_kovak_box
Zombie Night,0,0,0,zombie_night
Dragon Fighter,0,0,0,dragon_fighter
Doppelganger,0,0,0,doppelganger
Returner,0,0,0,returner
Groom Lake,0,0,0,groom_lake
Adrenalin: Fear the Rush,0,0,0,adrenalin_fear_the_rush
Xtro 3: Watch the Skies,0,0,0,xtro_3_watch_the_skies
Return of the Living Dead 3,0,0,0,return_of_the_living_dead_3
Return to the Lost World,0,0,0,return_to_the_lost_world
Timebomb,0,0,0,timebomb
Hardware,0,0,0,hardware
Warning Sign,0,0,0,warning_sign
Trancers,0,0,0,trancers
Joey,0,0,0,joey
The Dungeonmaster,0,0,0,the_dungeonmaster
Strange Behavior,0,0,0,strange_behavior
Day of the Animals,0,0,0,day_of_the_animals
A Boy and His Dog,0,0,0,a_boy_and_his_dog
The Thing with Two Heads,0,0,0,the_thing_with_two_heads
Goodbye Charlie,0,0,0,goodbye_charlie
The Penitent Man,0,0,0,the_penitent_man
The Demolitionist,0,0,0,the_demolitionist
Snakeman,0,0,0,snakeman
Deep Evil,0,0,0,deep_evil
Cyborg Soldier,0,0,0,cyborg_soldier
Isolation,0,0,0,isolation
Strange Frame,0,0,0,strange_frame
Dark Waters,0,0,0,dark_waters
Poseidon Rex,0,0,0,poseidon_rex
Invasion of the Body Snatchers,0,0,0,invasion_of_the_body_snatchers
Curse of the Dragon Slayer,0,0,0,curse_of_the_dragon_slayer
Destroy All Monsters,0,0,0,destroy_all_monsters
Hard to Be a God,0,0,0,hard_to_be_a_god
Space Milkshake,0,0,0,space_milkshake
Mr. X,0,0,0,mr_x
Time Lapse,0,0,0,time_lapse
Sphere,0,0,0,sphere
Terminus,0,0,0,terminus
Re-Kill,0,0,0,re_kill
Paradox,0,0,0,paradox
The Empire of Corpses,0,0,0,the_empire_of_corpses
Android Cop,0,0,0,android_cop
The Gracefield Incident,0,0,0,the_gracefield_incident
Napping Princess,0,0,0,napping_princess
Birdboy: The Forgotten Children,0,0,0,birdboy_the_forgotten_children
Living Among Us,0,0,0,living_among_us
Biggles - Adventures in Time,0,0,0,biggles_adventures_in_time
Iron Sky: The Coming Race,0,0,0,iron_sky_the_coming_race
Altered Carbon: Resleeved,0,0,0,altered_carbon_resleeved
The Answer,0,0,0,the_answer
Redline,0,0,0,redline
Pandemic,0,0,0,pandemic
Nightwish,0,0,0,nightwish
The Adventures of the American Rabbit,0,0,0,the_adventures_of_the_american_rabbit
Return of the Fly,0,0,0,return_of_the_fly
Moonbase,0,0,0,moonbase
Dragon Hunter,0,0,0,dragon_hunter
The Crawling Eye,0,0,0,the_crawling_eye
The Box,0,0,0,the_box
The X-Files: I Want to Believe,0,0,0,the_x_files_i_want_to_believe
Paragraph 78,0,0,0,paragraph_78
Descent,0,0,0,descent
Alien Abduction,0,0,0,alien_abduction
Post Impact,0,0,0,post_impact
The Void,0,0,0,the_void
